id,text,label,sentiment,predicted_label,correct
1930,Partied long and hard...goodnight Twitter see ya in the mornin,2,positive,2,True
8307,"I like the app but I'm not getting notifications of reminders. Have checked all the settings, might be that my phone's too old to be fully compatible",1,neutral,0,False
6863,lovely night of steve-o and family guy. off to bed.,2,positive,2,True
23712,finally home  crazy party 2nite! thanks  4 driving me home!,2,positive,2,True
24463,"also, Lipton`s Sparkling Green Tea is gross",1,neutral,0,False
8832,The trains turned into a microwave,1,neutral,1,True
326,mcfly gig last nightt omg it was amazin didnt sit down through the whole thing  mcfly did you see me and ma best mate we were in tutus,2,positive,1,False
24925,My eyes hurt,0,negative,0,True
8904," Yes, and I really hoped to do one last gas price story... but I guess it wasn`t meant to be!!!",1,neutral,1,True
768,nooooo its raining......had 2 leave the beach,0,negative,0,True
14854, You have to come to Chile... with AC/DC would be fine,1,neutral,1,True
7635,Nice app ..want toThank bro who created this.,1,neutral,2,False
17431,#flylady Oh deary me: 15 mins not enough to rescue kitchen  I shall come back to it later so I can mow the lawn while still cool outside,1,neutral,1,True
24612, no  are you for sure going?,1,neutral,1,True
5654," Thank you, I will have a look",2,positive,2,True
1697,Very usefull app for divideing tasks,2,positive,2,True
17859, I will bring you cases of mountain dew if you give @_Slamma_ 2 tixs to see taylor swift!,1,neutral,1,True
19001,HAPPY MOTHER`S DAY!,2,positive,2,True
16798,Im a bad blogger!! I have not blogged in weeks~ oops!,0,negative,0,True
11757,Skipping school like all the cool kids do,2,positive,1,False
16804,May the 4th be with you all,2,positive,2,True
17792," the new series of the hills was on yesterday in uk , it was amazing! you looked really pretty on your birthday too.",2,positive,2,True
2928,Not available offline. Tsk.,1,neutral,0,False
6535,wow I feel like ish  and I really feel bad because those ignorent aholes wont overturn prop 8,0,negative,0,True
19419, I didnt get his  tweet,1,neutral,1,True
10689,Sweat is just not cute.  Unfortunately I haven`t figured out how to work out without sweating. BOO.,0,negative,0,True
27292,_Milano Good Morning Alyssa!! Hope u have a great wonderful day today   im happy cuz today is my last day of classes!! Yay!!,2,positive,2,True
1288, Nice! You should submit that to failblog.org,2,positive,2,True
1010, If I got paid by the hour I could retire by now  do you have xBox live? I am thinking Rock Band,1,neutral,1,True
21238,soo tired.. still kinda angry that i missed the concert,0,negative,0,True
193, glad to know that the ad display problem was due to a firewall config at yr office. phew!,2,positive,2,True
13033,So I thought the Cavs would crush the Magic and I come home from up north to realize how wrong I was.,0,negative,0,True
3000,"A really great idea with a lot of great features! I love it a lot. However, it's a bit unresponsive at times. Actions that previously worked will occasionally not go through for mystery reasons . And the widgets, while displaying correctly, have bad interactivity. Thats said, the art is cute, the features are helpful and extensive, and the positive impact it has on my habits is amazing",2,positive,2,True
20271, eat (cup)cake,1,neutral,1,True
2742,jessie has gone away 4 the weekend!! I miss her already,0,negative,0,True
4500,oh and i forgot my cell at home  thankgod for this crackberry,1,neutral,2,False
2437, tehe. It was on the 9th,1,neutral,1,True
22570,is starting to get this whole Twitter thing!,1,neutral,1,True
3811,"The app is good.. But we can overide this by changing the system time manually to future.. Ideally after turning on the time the app shouldn't hv allowed to change the screen, even to home screen or settings screen.. Then this could have been perfect. But android system may not allow to do so..",2,positive,1,False
8157,"It is not very flexible. It's a pain to make sub lists and quickly edit them. I wish when the app opened you see a list of all of your major tasks or a calendar. If these things are possible, maybe adding a tutorial feature when the app first downloads and opens would help streamline the experience.",0,negative,1,False
24136,"the play`s over, it was really good",2,positive,2,True
13902,About to get crazy,1,neutral,1,True
4058, hey you ****!! that`s kinda mean dont yu think?!,0,negative,0,True
816,i got over the crush issue but now tomorrow my friend is going to india for the whole summer  im back to being sad.,0,negative,0,True
7330, Yay for full-term!!,2,positive,2,True
27317,_Aston Still looking  I filled out quite a few applications last week and once I get home I`ll continue.,1,neutral,1,True
6018,I`ve lost my pocket knife  Suggestions for replacing a Ken Onion Chive?,1,neutral,1,True
2636,Babysitting in the sun and heat. I`m getting lots of freckles,0,negative,1,False
524,conflict Strack,1,neutral,1,True
15538,and it is raining in Denver. of COURSE it is,1,neutral,1,True
24902,Welcome new followers also,1,neutral,2,False
1529, Weird! Maybe all the updates just aren`t being sent to my phone  Haha,0,negative,1,False
4992,"One of the most expensive apps I have ever seen or tried. Everything costs money. Subscription? Check. Paid themes? Check. I mean, I spent a fortune on apps, and I am in favor of continuous support, but still. Losing my lifetime savings is just not okay. Reminds me of the app Newton Mail where they went from free to Oh My God This Is Expensive. IMO users would sub way more if the options were affordable. Sorry for 2/5 but if an app is inaccessible due to prices, I can't say that it's an ok app",0,negative,0,True
11504,Message me to book your piercing appointment now !,1,neutral,1,True
6890,One lane stop and go trafffffffic suckssss! Almost to wwork thanks to **** miinnnesota roads,0,negative,0,True
2187,"I was so pleased with the new Habit tracker as well as using a true Dark Mode. However, I don't agree with the Premium policy as I prefer to make a bigger one-time payment (such as when I bought Final Cut Pro X with Apple) instead of a small recurring subscription that makes me want to go back to Todoist. It's a damn shame as I liked TickTick so much I'm willing to pay for Premium. Unfortunately, the subscription policy is an easy deal breaker.",2,positive,0,False
4068,Nite nite my fellow tweeters goin to put ma ipod in n listen to some westlife missin those guys  then headin to sleep early start  7am x,1,neutral,1,True
26551,  dull life was on the soundtrack of one of my favourite showss,1,neutral,0,False
4083,Phenomenal,2,positive,2,True
22427,Me just sign up Twitter...,1,neutral,1,True
3466,Love the app but it crashes often and then your trees don't grow,0,negative,1,False
25374, Indeed I did get your song however am unable to listen.,1,neutral,1,True
3618,Font too small,1,neutral,1,True
5046,"Really amazing, but there are pop-up adverts if you're not a member, and for someone like me that's quite a few adverts daily. Very annoying!, But everything else is PERFECT. FYI The designers have to eat so I'm not mad but God damn that's annoying Would be really cool if you could at least watch a bunch of adverts at once so you don't have to do it later. Just an idea id be up for.",1,neutral,2,False
2600,I have been trying to download the app but its just not happening. Please look into it.,0,negative,0,True
25099, LOLL im a college girl...bahahah i love these blogs they`re so funny!,2,positive,2,True
4860,With the short period of time I've used this app I have enjoyed it. The app has been a great tool to help my keep track of my 2018 goals and stay on top of new habits I am trying to create to better myself and future. it has a clean UI although i wish it had more theme options. This app has been great at motivation on days o have slacked off or days I messed up with its visual aid on my progress for 2019. I would recommend it to someone trying to create a better habits.,2,positive,2,True
493,"Okay better than others but the design should be material! Some features are to pay, less than the competitor but still i cant use fully for that",1,neutral,1,True
5802,Please get rid of all the white space. I have to scroll to read my lists. Give us an option to zoom out or reskin this app to look like wunderlist. Thanks.,0,negative,1,False
1828,Can not cancel my membership,0,negative,0,True
27327,"_donut ah good deal, hope you find some new music",2,positive,2,True
3298, Joe`s version is pretty but it`s a sleeper.  Shouldn`t be played at 1am.,1,neutral,1,True
8931,"Calendar setting are changing from one day to another, has to reset them everyday. Plus widget settings is separated from the app setting which is somehow cumbersome.",0,negative,1,False
7528, Ayy.  Okayyy. It was nice seeing you kanina ! :> I like your hair. :>,2,positive,2,True
12266," WOMAN, I didn`t know you came home  you so suck!!! When are you going back!",0,negative,0,True
14831,"sure miss Chick, tho...may he RIP!",0,negative,0,True
3501,"Hi, I just purchased the pro version for this app but it seems to be crashing.",0,negative,1,False
22062, ill buy you one,1,neutral,1,True
24867, got it i`ll send you an email in a lil bit i have a lot to say,1,neutral,1,True
674,Great App gets my day well organized. But I can't easily search for items in the list. I have to scan through all items one after the other. Takes time,2,positive,1,False
7411,Omg! My dad called me a johny come lately haha because I`m slow  haha,1,neutral,1,True
25057,Today was fun  I <3 meeting boardies! The acoustic set was just soo phenomenal!,2,positive,2,True
7186,Nice application,2,positive,2,True
16627,Circus was fun - I don`t have any hope of getting out of the parking lot - haven`t moved in 10 min,1,neutral,0,False
24590,Restoring new iTouch 2.  Excited to use it. Yeeeeeeeee. Goodbye iTouch 1.,2,positive,2,True
8592,Sent Twitterville 1.2 off to Apple for review  More screenshots etc will be released later this week.,1,neutral,1,True
9981,"I just installed this gem of an app this morning, and love its ease of use. However, there is a minor problem...the date in big numbers on the left is one day behind the monthly calendar.",2,positive,1,False
25899,"I hate: midgets! Smfh! Had a dream I was fightin 1 LN in Boston Market, turbull! He kept head bunting me",0,negative,0,True
10058,"I like using this app, helps me write when I most need it and has helped me 
use it whenever i can't explain or Express myself. So thank you 🌿❤",2,positive,2,True
11220,looking forward to the finale of the RACE next week! Missing my castle girls though... Any and all Race fans welcome to watch chez moi...,1,neutral,1,True
25492,now we are also on twitter  follow us to know the latest!,1,neutral,1,True
7573,Well done,1,neutral,2,False
4194, Good Luck!!!  keep rockin!,2,positive,2,True
4697,"really effective app. best widget of all the habit tracking apps I've tried. But the widget can be a little glitchy and I wish there were a compact version. some of the UX leaves a little to be desired. I'd love to see some small improvements espec to widgets, but still definitely worth using. premium paid user.",2,positive,2,True
10527,ATL to NJ....almost home,1,neutral,1,True
5086,I cant watch anythgin till tonight,1,neutral,0,False
12518,Happy Monday tweeples... hope it wasn`t to hard to get out of bed and back in gear!,1,neutral,2,False
15757, jip i have a good one,2,positive,2,True
15841,Headed back to Pulaski,1,neutral,1,True
1712,Going to learn the hoedown throwdown today.,1,neutral,1,True
1608,"Nooo, I`m not in love.  I`m just developing a crush. A small one. Heehee.  My second one. Shadduppp.",1,neutral,1,True
395,so I slept in a little...well a lot. whooops,1,neutral,1,True
15578,friends romans and country men lol ppl need 2 help me out and say i have twitter i dont have any friends   loner loner la da da,0,negative,1,False
1864, Okay will work on that too but please remind me again,2,positive,1,False
498," actually, I wish I was back in Tahoe.  I miss it there.",0,negative,0,True
1042,"New update to the widget makes it so I can no longer get into the full app by tapping on the widget, I actually have to go into my list of apps or create a whole other shortcut. You tout a fully operational widget but I can't rearrange my list entries via the widget, only the full app menu (and it was already a pain to rearrange my tasks in the first place, I really really wish there was an option to add new tasks to the top of the list rather than the bottom.) I will be trying out new to-do list apps now.",0,negative,0,True
11427, Aww that sucks   It wasn`t that long though but Dianne was SO cute as usual <3 Hopeflly some1 mite put it on youtube :S,1,neutral,0,False
8670,Tucking myself in tonight  Mogwai on repeat,1,neutral,1,True
14865," I use an external track ball with my laptop. Again, seems excessive, but is totally more efficient.",2,positive,1,False
19140,  know. hahah xD what cha doin?,1,neutral,1,True
5394,nooooooo  sue is retiring  no no no no!,0,negative,0,True
18491,I dont feel well  i got a dentist appointment later.,0,negative,0,True
8757,Full screen ads you can't skip every time you add or edit an event !!!,0,negative,0,True
26528, Aw not again!  Feel better soon bb!,1,neutral,0,False
5028,"I like that this app notifies you for tasks, but it should respect Android system's Do not Disturb!! I shouldn't be reminded when I sleeping and I explicitly turn off notifications (no other app I have notifies me in Do not Disturb mode)",1,neutral,1,True
9732,This app is easy to use but my biggest issue is that when i add notes or check off tasks when off line they dont save,1,neutral,1,True
6073,"This is a good app BUT The list i shared with my friend did not sync. When i completed some of the task, i click complete but my friend still view it as not complete.",1,neutral,1,True
1061,hook up with Rian van Staden on Twitter. He is a (much) better cook and may have some more concrete suggestions,2,positive,2,True
6757,going to look at a bunch of open homes today. just to get a feel for the market. i think i`ve got a lot of saving to do...,1,neutral,1,True
6509,"installed, looked like what I was looking for, loved the design. but the app makes me use the standard alarms and calander of my phone to put every bit of planning in, and I HATE the calendar on my phone, thats why I came here... to bad",0,negative,0,True
20809,is stressin h-core. and is supposed to be cleaning her room. and feels like ****.,0,negative,0,True
4853,"Elegant design. This app is easy to use and only takes seconds. Unlike other apps that distract you with details, blog posts, etc (I'm looking at you, myfitnesspal), I can easily track my habits in seconds without going down the internet rabbit hole **edited to add that I'm still using it weeks later. Very simple. Although I started off ambitious and added many habits, I ended up following the developers suggestion and paring back to two key habits. I'll add more after these stick",2,positive,2,True
21561,Busy.. Busy.. Busy.. :S Wont be on Ning for few days.,1,neutral,1,True
5519,This app has most features for a free habit tracker and even the onetime payment is the cheapest in this category. The habit tracker of choice.,2,positive,2,True
387,"  And to you too, how are you today?",1,neutral,2,False
8145,I`m in French and we don`t have a teacher.  One hour left til school ends.,0,negative,1,False
14111,changed my picture on my profile in friendster,1,neutral,1,True
2907,NKU - I can get that app after all!,1,neutral,1,True
7957,"Download it because I love that it has a weekly, monthly and daily goal views, also lists and water intake goals but it doesn't have push notifications and it seems like I can't cross off events, only goals or tasks and that's a huge deal at least for me so it would be great if you guys can make that happen",1,neutral,2,False
3707,"'I`ll see you again yeah?' 'Its up to you' 'I guarantee you will, i dont want to wait to long not seeing you' **** fruit basket! Hahaha",2,positive,1,False
9940,I really like this app and ised to love it until there was an update that was stopping me from using it without upgrading. If i had to pay a one time purchase thats one thing but an annual fee?? Give me a break. $5 for a planner app is reasonable if you use it all of the time but not every year. Yall are greedy.,2,positive,0,False
5269,"The xp system and character sheet are a good way to motivate you to finish tasks, although yes, you can cheat and give infinite xp but you're only cheating yourself.",2,positive,2,True
7325,Would agree that it isnt very user friendly. Functions seem complicated and too basic at the same time,0,negative,0,True
20451,I really want to be a star...Hope Flawless will work,2,positive,2,True
8897,"_illustrated Me Too! Its hard to argue w/ him `cause he makes some great points, i just can`t wrap my heart around that one",1,neutral,1,True
1356,Need to explore more,1,neutral,1,True
228,"""95% of our features are free"" this is not true, almost every feature I try to use takes me to the premium option. Just started trying this app, even setting the color to the task is not free.",0,negative,0,True
3693,_0 so all done with wow blogging eh?  *huggles*,1,neutral,1,True
328,"The app is pretty good and has good features. However, when I shared a grocery list with my fiance it wouldn't let him accept and it it sent him TONS of emails regarding it. Literally 1 every few minutes for hours and I have no clue how to stop this without him just unsubscribing. Given that sharing is a big part of why I wanted the app, it does put a damper on things for me.",1,neutral,1,True
11405, I do NOT. I RARELY dye it at all.  the red was the first in aaaagggessss. My hair just hates me.,0,negative,0,True
1396,i hate feeling like this about him  i need a break away from everyone... as soon as exams are over i`m defo off to portsmouth for a bit,0,negative,0,True
8761,Im sad right now becuz of my lady,0,negative,0,True
7525,My tummy hurts  go away cramps! I hate chuu!!!!,0,negative,0,True
14264,http://snipurl.com/hbp3g  Canalway Cavalcade over in `little venice` near Warwick Avenue - on today too,1,neutral,1,True
17987,on the way to nanny  school starts tomorrow! one step closer to being a teacher!,1,neutral,1,True
10453, Thanks lady!!,2,positive,2,True
3563,"Wanna know a not fun way to wake up? Having a panic attack and not being able to breath for no **** reason, that **** sucked",0,negative,0,True
22475,oh dear! gareths b-day 2moro all my girlfriends are abroad  lucky niamh is coming home 2moro poor gareth has 2 listen 2 me talk all day,1,neutral,0,False
2594,Waste of time. Unhelpful and unmotivating.,0,negative,0,True
14208,Why are money problems so bad these days,0,negative,0,True
10183,for the whole time ?,1,neutral,1,True
16723," but if you got hit by a car, who would make such lovely music?",1,neutral,1,True
13048,Friday Night and working,1,neutral,1,True
3246,On my way to school not feeln this rainy day at all.... But I had lots of FUN this weekend  ....,1,neutral,2,False
7014,Doesn't support Fossil sport watch anymore?,2,positive,0,False
17742,happy that Google Wave is trending.  Can`t watch the video for it... certain flash videos are blocked by my company`s network.,2,positive,1,False
330, whens the sway sway winner announced?,1,neutral,1,True
2320, I clicked on the Check out pictures of Angelina and it went to a spam site about ordering checks .. go figure,1,neutral,0,False
23879,resting had a whole day of walking,1,neutral,1,True
4693,"A great app overall. Complete and specific in terms of types of goals. User interface aspects like fonts and some screens like the first ""create habit"" screen seem a little heterogeneous when compared to the rest of the app; in other words, they seem displaced, out of vibe. I suggest a review of the UI; maybe making it a little less cluttery and cleaner. For example, the google fit prompts and font correlation. It is a great work nevertheless, congratulations!",2,positive,2,True
8730,"Recent addition of VERY intrusive full-screen video ads has crossed a line. At first I thought my phone had been hacked! I totally understand need for revenue for a great free app, but this is too much. I'm going elsewhere very soon without a change!",0,negative,0,True
6354, yes  lol,1,neutral,1,True
24095,"Calling all mothers, calling all mothers...get your butts to bed - the kids`ll be here tomorrow",1,neutral,1,True
1564, last week  and I interviewed  and we told him you are the FB queen! Glad to see you both connected,2,positive,2,True
7721," It felt nice, but staying outside for too long and your definitely getting burned! Hurricane season is here though",0,negative,1,False
1699," but better hurry, so you wouldn`t be labeled as copycats",2,positive,1,False
26011, That`s not too bad.  Good luck!,2,positive,2,True
7978,So far I really like it. when will the stickers and tablet features be ready?,2,positive,2,True
12418,Dï¿½jï¿½ vu!!! Changing out of my GQ outfit,1,neutral,1,True
11849, LMAO! I don`t fake being Paris anymore. Look at my bio ;) and by the way I can`t log onto your forum...,0,negative,1,False
4910,Tag meee,2,positive,1,False
9378, I been following.... LOL.. just dont be paying attention to little ol Mylan,1,neutral,1,True
8249, hi I`m ok   still not feeling great,0,negative,1,False
4107," Thank a Chu?t ï¿½  Ch?c v?y quï¿½, hik, ch?c em ph?i ?i h?c 1 khï¿½a ph? c?p ki?n th?c c? khï¿½ g?p =.=",2,positive,1,False
20650,is going home after an awesome time with the peeps,2,positive,2,True
1282,Lost at bowling again  why do i suck,0,negative,0,True
2600,"Just Saw Confessions Of A Shopoholic...Totally fell in love with Hugh Dancy`s accent!! :3 Need $20.00 for tomorrow, new top i want!!",2,positive,1,False
7609,don`t feel good,0,negative,0,True
14948,"http://twitpic.com/675t7 - Square B - she is sad because she wasn`t there and now she`s, well, square  (crocheted bee with poly fibe ...",0,negative,0,True
10351, hahahaha definitely!  still writing?,1,neutral,1,True
17847,"ssshhh everybody, I think  is asleep... don`t disturb him.",0,negative,1,False
2686,and to james`s we go!,1,neutral,1,True
24672, been there  sucks like hell.,0,negative,0,True
20362," Well, at least you wont be late!",0,negative,2,False
9228,Have difficulty trying to set multiple appts for the same time on different days... Too complicated! Just want to input what days of the week i want the appt for.,2,positive,0,False
1688,i keep reading contracts as cataracts... Someone should bring me panera,1,neutral,1,True
3232,"Okay, the app is good I even got the bro version. But its missing a serious things. Like for an instance there is no way to change the break time or even knowing the long break times. I cant delete a pomodoro that I made unless I did a data clear which is unfair for all the other pomodoro I did. Pls fix this",0,negative,0,True
13377, haha  Thanks!,2,positive,2,True
13415,"_bbA Ooh, nice  Well I guess not nice at the moment, being windy and rainy. But I like rain",2,positive,2,True
2441,"New chic just texted me saying 'Thanks for the e-mail' but didn`t answer to my question, might need to look for newer chic now",1,neutral,1,True
3038," haha that was good, slightly geeky but funny  x",2,positive,2,True
26405,Craziier are off of msn!,1,neutral,1,True
21783, It`s lying,1,neutral,0,False
8499,Njoying sunday  plce and learning abt more in joomla,2,positive,2,True
12261," Thanks so much my dear Damali - prayers worked, as I am much better, God willing!  Rested! Lots!  xoxo",2,positive,2,True
25001,"'Your gonna miss this, Your gonna want this back, Your gonna wish these days hadn`t gone by so fast'  So true I already miss this year",0,negative,0,True
23980,"#BSNL, Stupid net went down.. Been without email for a whole day",0,negative,0,True
22937,good morning twiggas and twitches  http://bbltwt.com/sciif getcha motivation on,2,positive,2,True
3205,Really interesting apps!,2,positive,2,True
6282," that made me laugh.  Sorry Grets, but you are not going to the Pool Room.",1,neutral,0,False
3876,I`m going to go check out DJ Volt.,1,neutral,1,True
7539, yeah those are better ads  It makes them look part of your content rather than blatant adverts ;),2,positive,2,True
1717,Kyles going out of town this weekend  play time wif my fwiends. Rawrrr.,2,positive,1,False
5898,"I miss Wunderlist. The functionality is so different now, and the transition was really bad. And I definitely didn't want a Microsoft account.",0,negative,0,True
7713,"good app, but not what im looking for. i'd like to be able to check items off my routine as i complete them, but i cannot do that. i do like that there are a variety of tags to choose from, and that i can create my own tags. i also like that you can clone a routine over several days.",2,positive,2,True
4890, where are ya headin to for your family vaca? i hope the paparazzi leave you alone,1,neutral,1,True
21122, your making me jealous now  I want one! How long have u guys been married?,0,negative,1,False
15671," Luke M here, thanks Ps Chris! Ur husband is pretty cool I reckon! Sorry u were feeling sick and hope you feel better soon!",1,neutral,2,False
10333,The horoscopes website I use has all changed around  I like it!,2,positive,2,True
26227,Re-pinging _B: Is it pathetic that I .... Or am I just pathetic ?   naw you a cutie,1,neutral,0,False
936,_gd whoaa kinda hard :O that one that you think will be interesting enough to tell,1,neutral,1,True
18903," yeah, totally unfair.  we should just. FLAME THEM EVERYWHERE",0,negative,0,True
3366, i can still read `em...,1,neutral,1,True
3014,@_shannon1234 Shannie im so sorry! didnt mean to upset you! i just thought you would find it cute  im sorry dont be sad!,0,negative,0,True
9024,lovin` my new blackberry,2,positive,2,True
8139,not a lonely day after all.,1,neutral,1,True
11056, I need them  It would`ve made my picture so much cooler. Mine are bottle green. Eeyea-thooo!,2,positive,1,False
21012,Gossip girl & pizza on the way = thank you to my lil babe,2,positive,2,True
6979,"it is a very nice way to look at your schedule. It also helps you determine productivity, whether you are scheduling efficiently and are you allowing yourself some downtime. It can use some improvements and I believe that they will happen.",2,positive,2,True
19305, I still have another hour.,1,neutral,1,True
1834,I deleted the app but it is still charging my PayPal account. No one is responding to my messages at customer service. Please stop charging my account.,0,negative,0,True
8295,"_eliza ohhhh that makes sense then. 8D and i need to reread the lotr trilogy, i lost the three books a long time ago and i`m sad.",0,negative,1,False
12310," Awww, that`s nice.  You both make a really beautiful couple, you balance each other.",2,positive,2,True
8618,Got tired of the kitchen being uninhabital so swept and mopped the floor when its dry I`ll do the work tops,0,negative,1,False
2858,I can`t believe how fast this week has gone by,1,neutral,1,True
5940, my mom wants to lay. We`ll be there later. Probably a little after 10. And  I`m sorry you`re sick,0,negative,0,True
21060, _online That`s the sad thing about it.,0,negative,0,True
9301,I hate my arrival in the employee parking lot!,0,negative,0,True
10396,@criticalpath Such an awesome idea - the  continual learning program with a Kindle2  http://bit.ly/1ZLfF,2,positive,2,True
6777,forgot the montel quote  and it was a good one..,1,neutral,2,False
25267,Eating pringles at nearly 1 AM really reminds me  of touring with the Jonas Brothers (don`t ask).......I miss that so much....,0,negative,0,True
25912,Ate too much vegetarian pizza for dinner! But it was so good,0,negative,2,False
7932, Sure thing!,1,neutral,2,False
2793,"I love Habitica and I like the UI of the updated app, but I find it frustrating that the app doesn't show all the content that the website does. Normally this is just a small annoyance--but now, after paying for a Group plan for my family, I'm discovering that my kids can't access the group tasks list via the app! Which makes the entire thing a waste of money since the whole point was to be able to create tasks for family chores. Please tell me a fix is in the works!",1,neutral,1,True
11247,Haha. Lacey just shutdown the livestream. Party time,1,neutral,1,True
1796,Somebody please save the polar bears!,2,positive,0,False
5401," Amazing! The concert, the city, everything. It was really an awesome trip",2,positive,2,True
